site,completeness,std,score
2340_2340,0.04624612442409667,0.048936990906338025,0.047053384368769074
1740_1740,0.045985338008171305,0.04948034796681783,0.047033840995765255
2595_2595,0.04340645011735389,0.055447173946239006,0.04701866726601942
1650_1650,0.046391005766277416,0.04845290442824653,0.04700957536486815
1130_1130,0.046159195618788215,0.048884724765642214,0.04697685436284441
1140_1140,0.04610124308191591,0.04899034355388919,0.04696797322350789
1072_1072,0.04456550085479992,0.05242722766268923,0.046924018897166714
2240_2240,0.04421778563356611,0.05319266770241244,0.04691025025422001
8510_8510,0.04520297876039524,0.05084997513972835,0.04689707767419517
320_320,0.045231955028831386,0.050584935735058796,0.04683784924069961
1000_1000,0.045840456665990556,0.04913475249272482,0.04682874541401084
400_400,0.045434788907884445,0.05003636201734773,0.04681526084072343
740_740,0.04566659905537365,0.04939064020255337,0.046783811399527565
2040_2040,0.04540581263944829,0.049768289495435686,0.04671455569624451
9040_9040,0.04505809741821448,0.05043928002900559,0.04667245220145182
1076_1076,0.045869432934426704,0.04827183645622342,0.046590153990965714
580_580,0.0456376227869375,0.04880030405524034,0.04658642716742835
105_105,0.044304714438874564,0.051832198417833056,0.04656295963256211
1210_1210,0.04500014488134218,0.05017009589435833,0.04655113018524702
1640_1640,0.04447857204949147,0.05134489041454074,0.046538467559006244
1150_1150,0.04528990756570369,0.0493185736122786,0.04649850737967616
8005_8005,0.043783141607023845,0.05278385220648357,0.04648335478686176
570_570,0.04453652458636377,0.050960866041577985,0.046463827022928034
5350_5350,0.04418880936512996,0.0517174158889892,0.04644739132228773
582_582,0.045231955028831386,0.049245427276279355,0.04643599670306578
405_405,0.04491321607603373,0.04979512536055366,0.046377788861389706
3500_3500,0.044507548317927616,0.050717965505063946,0.046370673474068515
8002_8002,0.04476833473385297,0.05008707477426649,0.04636395674597703
5340_5340,0.04494219234446988,0.049678318802889754,0.04636303028199584
1056_1056,0.04381211787546,0.05226627201045052,0.04634836411595715
1052_1052,0.0439280229492046,0.051990523498454386,0.046346773113979535
1165_1165,0.04465242966010837,0.050278850260175714,0.04634035584012857
820_820,0.045116049955086786,0.04917495444383501,0.04633372130171125
1185_1185,0.04415983309669381,0.051319253392834364,0.046307659185535976
2170_2170,0.04520297876039524,0.04885413528149953,0.04629832571672652
1975_1975,0.0402190605893773,0.06047340470680002,0.04629536382460411
545_545,0.04395699921764075,0.05174781384444384,0.04629424360568167
310_310,0.044826287270725275,0.04971523003973195,0.04629297010142728
230_230,0.04404392802294921,0.051274184145026186,0.0462130048595723
1054_1054,0.04549274144475674,0.04767340675302525,0.046146941037237287
720_720,0.04418880936512996,0.050625715199453074,0.04611988111542689
2280_2280,0.045840456665990556,0.046720589153131056,0.046104496412132705
1680_1680,0.043783141607023845,0.051483364012929356,0.046093208328795494
2150_2150,0.04540581263944829,0.047667681264006494,0.04608437322681575
5220_5220,0.0438700704123323,0.051130859614250256,0.046048307172907685
2180_2180,0.04468140592854452,0.04915442414372949,0.04602331139310001
420_420,0.04424676190200226,0.05007465967027497,0.04599513123248407
3690_3690,0.04291385355393933,0.053119611805665365,0.04597558102945713
555_555,0.0439280229492046,0.0506578887058262,0.04594698267619108
4910_4910,0.043377473848917734,0.051897161092019764,0.04593338002184834
3680_3680,0.043985975486076904,0.05047432095391555,0.04593247912642849
110_110,0.04358030772797079,0.051398520150043946,0.045925771454592736
2270_2270,0.046593839645330475,0.04434413113954144,0.045918927093593756
530_530,0.04546376517632059,0.04691835385608627,0.04590014178025029
535_535,0.045550693981629045,0.04666199941906988,0.045884085612861295
2020_2020,0.04528990756570369,0.04726187351607332,0.04588149735081457
2255_2255,0.04610124308191591,0.045343863974983876,0.045874029349836296
135_135,0.04427573817043841,0.04957920629611009,0.04586677860813991
120_120,0.04488423980759758,0.048084245424590895,0.04584424149269557
560_560,0.04491321607603373,0.047987419997093696,0.04583547725235172
2220_2220,0.04424676190200226,0.049423648903108276,0.045799828002334064
1170_1170,0.04453652458636377,0.0485862955733919,0.0457514558824722
2250_2250,0.04607226681347976,0.04498850639481406,0.04574713868788005
245_245,0.04508707368665063,0.04723350567717388,0.0457310032838076
220_220,0.04491321607603373,0.0475208598033948,0.04569550919424205
1090_1090,0.045231955028831386,0.04676404180253976,0.0456915810609439
2210_2210,0.04421778563356611,0.04899074917707347,0.04564967469661832
430_430,0.04459447712323607,0.04804335436001842,0.04562914029427077
920_920,0.04473935846541682,0.0476103175048836,0.04560064617725686
2290_2290,0.0458114803975544,0.045033451494381656,0.04557807172660258
940_940,0.04491321607603373,0.04711380580943094,0.04557339299605289
1690_1690,0.04340645011735389,0.05056113692322667,0.04555285615911572
1230_1230,0.044101880559821505,0.04887143958238682,0.045532748266591094
4810_4810,0.045840456665990556,0.04475290728640771,0.0455141918521157
550_550,0.04404392802294921,0.048897310280168214,0.045499942700114905
2245_2245,0.04531888383413984,0.045887130283577424,0.04548935776897112
910_910,0.04418880936512996,0.04848627087187641,0.04547804781715389
1084_1084,0.04372518907015155,0.04951304376153935,0.04546154547756789
1020_1020,0.04413085682825766,0.0484883212382526,0.045438096151256144
1190_1190,0.04456550085479992,0.04746432879615251,0.045435149237205694
1685_1685,0.045550693981629045,0.045165360078332384,0.045435093810640044
145_145,0.04401495175451305,0.04871646813289687,0.0454254066680282
3060_3060,0.04427573817043841,0.04809566755188639,0.0454217169848728
1195_1195,0.045029121149778334,0.04627518910926474,0.04540294153762425
1460_1460,0.04447857204949147,0.04754770648517808,0.04539931238019745
115_115,0.04389904668076845,0.04870489364003162,0.0453408007685474
4955_4955,0.04520297876039524,0.045566204675932115,0.0453119465350563
1520_1520,0.04528990756570369,0.04536097743722143,0.045311228527159006
830_830,0.04479731100228913,0.04650624850510553,0.04530999225313404
5230_5230,0.04415983309669381,0.04797633477958787,0.045304783601562024
1160_1160,0.04500014488134218,0.04599423037909184,0.04529837053066707
8001_8001,0.044710382196980675,0.04658705696111724,0.045273384626221644
1620_1620,0.04607226681347976,0.04340611547368755,0.0452724214115421
1630_1630,0.045145026223522934,0.04553118107162503,0.04526087267795356
5330_5330,0.043985975486076904,0.04820805097204274,0.045252598131866655
8280_8280,0.044101880559821505,0.047914758911206654,0.04524574406523705
610_610,0.04447857204949147,0.04697362326940906,0.045227087415466743
2253_2253,0.045231955028831386,0.045180242266937155,0.045216441200263115
2190_2190,0.04479731100228913,0.04609775475468239,0.0451874441280071
2260_2260,0.046188171887224364,0.04285021612094811,0.04518678515734148
465_465,0.04546376517632059,0.04446616860448231,0.04516448620476911
4970_4970,0.043261568775173134,0.049196967143808036,0.045042188285763604
660_660,0.04494219234446988,0.04527344869014007,0.04504156924817094
1440_1440,0.04465242966010837,0.04591613325827729,0.04503154073955905
4975_4975,0.04358030772797079,0.048411086548169294,0.04502954137403034
2115_2115,0.04488423980759758,0.04536641205765897,0.04502889148261599
4000_4000,0.04531888383413984,0.04432179478021244,0.04501975711796162
2110_2110,0.04453652458636377,0.04586670479274464,0.04493557864827803
575_575,0.045116049955086786,0.044354618782187584,0.04488762060321702
240_240,0.04508707368665063,0.04431905059690761,0.04485666675972772
1550_1550,0.04505809741821448,0.044307828339773855,0.044833016694682294
1710_1710,0.04505809741821448,0.044307828339773855,0.044833016694682294
3010_3010,0.04401495175451305,0.046703355292197345,0.04482147281581834
520_520,0.04421778563356611,0.04616671781429929,0.044802465287786065
170_170,0.04343542638579004,0.04790395744053263,0.04477598570221281
4670_4670,0.04401495175451305,0.04633768008941098,0.04471177025498243
2010_2010,0.04453652458636377,0.04509357965438551,0.04470364110677029
2050_2050,0.04436266697574686,0.045407996663060515,0.04467626588194096
4820_4820,0.04444959578105532,0.045199871060003866,0.04467467836473988
5100_5100,0.043783141607023845,0.046577962818538134,0.04462158797047813
